

*** Refreshing session trace for:	/Users/username/Downloads/aax-developer-tools-mac-x86_64-beta-2022-09-01/DigiShell/Frameworks/AAXValidatorResources/Tools/CommandLineTools/dsh (pid=0x17433, version=22.9.0)
*** DigiTrace Config File:		/Users/username/Downloads/aax-developer-tools-mac-x86_64-beta-2022-09-01/DigiShell/Frameworks/AAXValidatorResources/Tools/CommandLineTools/dsh.digitrace
*** DigiTrace Config File:		/Users/username/Downloads/aax-developer-tools-mac-x86_64-beta-2022-09-01/DigiShell/Frameworks/AAXValidatorResources/Tools/CommandLineTools/dsh.digitrace
*** DigiTrace Config File:		/Users/username/Downloads/aax-developer-tools-mac-x86_64-beta-2022-09-01/DigiShell/Frameworks/AAXValidatorResources/Tools/CommandLineTools/dsh.digitrace
*** DigiTrace Config File:		/Users/username/Downloads/aax-developer-tools-mac-x86_64-beta-2022-09-01/DigiShell/Frameworks/AAXValidatorResources/Tools/CommandLineTools/dsh.digitrace
*** DigiTrace Config File:		/Users/username/Downloads/aax-developer-tools-mac-x86_64-beta-2022-09-01/DigiShell/Frameworks/AAXValidatorResources/Tools/CommandLineTools/dsh.digitrace
*** DigiTrace Config File:		/Users/username/Downloads/aax-developer-tools-mac-x86_64-beta-2022-09-01/DigiShell/Frameworks/AAXValidatorResources/Tools/CommandLineTools/dsh.digitrace
*** Machine UUID:			9E61.6EC0.89B3.A499
*** Facilities to trace:

DTF_DSI@DTP_NORMAL(0001)
DTF_COREAUDIO@DTP_NORMAL(0006)
DTF_GOLDSMITH@DTP_LOW(0034)
DTF_CORE_ENGINE_SETTINGS@DTP_LOWEST(0e0c)
DTF_AAXH_CLIENT@DTP_LOWEST(0f0a)

Time(s),Tid,Facility : Debug Message
122861.856273,00103,0034: DSH_TParameter::SetFromAny - set parameter "path" to "/Library/Application Support/Avid/Audio/Plug-Ins/ci-cmake-juce.aaxplugin"
122861.856347,00103,0f0a: AAXHShell_CCommandManager::CreateList - created command list id: 0
122861.856350,00103,0f0a: AAXHShell_CreateCommandList: returning true
122861.856375,00103,0f0a: AAXHShell_AddCommandListData: returning true
122861.856377,00103,0f0a: AAXHShell_AddCommandListData: returning true
122861.856391,00103,0f0a: AAXHShell_CCommandManager::Push - pushed command to command list id: 0
122861.856392,00103,0f0a: AAXHShell_PushCommandLoadPlugIn: returning true
122861.856394,00103,0f0a: AAXHShell_CCommandManager::DoActionOnList - executing action: 0, command list id: 0
122861.856397,00103,0f0a: AAXHShell_CCommandLoadPlugIn::Execute: enter
122861.856398,00103,0f0a: LoadPlugIn: enter
122861.856399,00103,0f0a:   path: /Library/Application Support/Avid/Audio/Plug-Ins/ci-cmake-juce.aaxplugin
122861.899824,00103,0f0a: AAXHShell_CPlugInManager::LoadPlugIn succeeded - id: 0, collection: 0x600003840620, plug-in: /Library/Application Support/Avid/Audio/Plug-Ins/ci-cmake-juce.aaxplugin
122861.899841,00103,0f0a: LoadPlugIn: exit (43443 us)
122861.899843,00103,0f0a: AAXHShell_CCommandLoadPlugIn::Execute: exit (43446 us)
122861.899853,00103,0f0a: AAXHShell_ExecuteCommandList: returning true
122861.899882,00103,0f0a: AAXHShell_GetCommandListData: returning true
122861.899915,00103,0f0a: AAXHShell_GetCommandListData: returning true
122861.899935,00103,0f0a: AAXHShell_GetCommandListData: returning true
122861.899965,00103,0f0a: AAXHShell_GetPlugInPath: returning true
122861.899985,00103,0034: execute succeeded
122861.899991,00103,0034: before writing message
122861.900136,00103,0034: writing message completed
122861.900140,00103,0034: waiting for command
122861.900882,00103,0034: cmd: "listeffects"
122861.900889,00103,0034: got: "--- 0"
122861.900890,00103,0034: got: "..."
122861.900901,00103,0034: yaml parsing succeeded
122861.900935,00103,0034: parsed params:
--- 0
122861.900940,00103,0034: got command
122861.900942,00103,0034: before check input parameters
122861.900944,00103,0034: cmd: listeffects
122861.900965,00103,0034: 
failed sequence '""', user input '0', failure reason - got non empty input when expected empty element
122861.900995,00103,0034: before calling execute
122861.901022,00103,0034: DSH_TParameter::SetFromAny - set parameter "plugin" to "0"
122861.901029,00103,0f0a: AAXHShell_GetCommandListData: returning true
122861.901035,00103,0f0a: AAXHShell_GetCommandListData: returning true
122861.901040,00103,0f0a: AAXHShell_GetPlugInPath: returning true
122861.901043,00103,0f0a: AAXHShell_GetCommandListData: returning true
122861.901045,00103,0f0a: AAXHShell_GetNumberOfEffects: returning true
122861.901046,00103,0f0a: AAXHShell_GetCommandListData: returning true
122861.901065,00103,0f0a: AAXHShell_GetEffectIDByIndex: returning true
122861.901138,00103,0034: execute succeeded
122861.901143,00103,0034: before writing message
122861.901332,00103,0034: writing message completed
122861.901336,00103,0034: waiting for command
122861.902562,00103,0034: cmd: "getdescription"
122861.902566,00103,0034: got: "---"
122861.902568,00103,0034: got: "plugin: 0"
122861.902570,00103,0034: got: "effect: 0"
122861.902572,00103,0034: got: "stringformat: yaml"
122861.902573,00103,0034: got: "..."
122861.902580,00103,0034: yaml parsing succeeded
122861.902706,00103,0034: parsed params:
---
effect: 0
plugin: 0
stringformat: yaml
122861.902716,00103,0034: got command
122861.902718,00103,0034: before check input parameters
122861.902719,00103,0034: cmd: getdescription
122861.902912,00103,0034: 
failed sequence '"[plugin_listval, effect_listval]"' matching element '[plugin_listval, effect_listval]' with user input '{effect: 0, plugin: 0, stringformat: yaml}', failure reason - not a list
122861.903045,00103,0034: before calling execute
122861.903059,00103,0034: DSH_TParameter::SetFromAny - set parameter "effect" to "0"
122861.903063,00103,0034: DSH_TParameter::SetFromAny - set parameter "plugin" to "0"
122861.903068,00103,0034: DSH_TParameter::SetFromAny - set parameter "stringformat" to "2"
122861.903076,00103,0f0a: AAXHShell_GetCommandListData: returning true
122861.903302,00103,0f0a: AAXHShell_GetEffectDescriptionSize: returning true
122861.903305,00103,0f0a: AAXHShell_GetCommandListData: returning true
122861.903308,00103,0f0a: AAXHShell_GetEffectDescription: returning true
122861.905550,00103,0034: execute succeeded
122861.905605,00103,0034: before writing message
122861.908144,00103,0034: writing message completed
122861.908179,00103,0034: waiting for command
122861.910709,00103,0034: cmd: "teardown"
122861.910713,00103,0034: got: "--- "
122861.910714,00103,0034: got: "..."
122861.910720,00103,0034: yaml parsing succeeded
122861.910723,00103,0034: parsed params:
--- ~
122861.910726,00103,0034: got command
122861.910730,00103,0034: before check input parameters
122861.910731,00103,0034: before calling execute
122861.910739,00103,0f0a: AAXHShell_CCommandManager::DoActionOnList - executing action: 1, command list id: 0
122861.910742,00103,0f0a: AAXHShell_CCommandLoadPlugIn::Undo: enter
122861.910743,00103,0f0a: UnloadPlugIn: enter
122861.910744,00103,0f0a:   pi: 0
122861.910799,00103,0f0a: UnloadPlugIn: exit (55 us)
122861.910801,00103,0f0a: AAXHShell_CCommandLoadPlugIn::Undo: exit (58 us)
122861.910804,00103,0f0a: AAXHShell_UndoCommandList: returning true
122861.910808,00103,0f0a: AAXHShell_DeleteCommandList: returning true
122861.910809,00103,0f0a: AAXHShell_UndoAndDeleteCommandList: returning true
122861.910943,00103,0f0a: Teardown: enter
122861.910950,00103,0f0a: Teardown: exit (6 us)
122861.911009,00103,0034: execute succeeded
122861.911012,00103,0034: before writing message
122861.911103,00103,0034: writing message completed
122861.911106,00103,0034: waiting for command
122861.911426,00103,0034: cmd: "exit"
122861.911429,00103,0034: got: "--- "
122861.911430,00103,0034: got: "..."
122861.911434,00103,0034: yaml parsing succeeded
122861.911436,00103,0034: parsed params:
--- ~
122861.911438,00103,0034: got command
122861.911440,00103,0034: before check input parameters
122861.911441,00103,0034: before calling execute
122861.911443,00103,0034: execute succeeded
122861.911444,00103,0034: before writing message
122861.911504,00103,0034: writing message completed
122861.911708,00103,0034: AAXDishCommon::CSharedData deleted
122861.911710,00103,0034: dish finalized


 *** DigiTrace Log Complete ***
